series_id,user_id,description,category,direction,currency,n_dates,median_gap,interval_iqr,amount_cv,cadence
1929,user_167,parent support transfer,family_support,debit,ZAR,5,31.0,0.75,0.0,monthly_candidate
1930,user_167,payroll credit,salary,credit,ZAR,5,31.0,2.75,0.0,monthly_candidate
1931,user_167,personal loan payment,debt_repayment,debit,ZAR,5,31.0,0.75,0.0,monthly_candidate
1933,user_167,residential rent payment,rent,debit,ZAR,6,31.0,1.0,0.0,monthly_candidate
1936,user_167,supermarket basket,groceries,debit,ZAR,5,7.0,7.0,0.15138712108807406,weekly_candidate
1937,user_167,therapy appointment,healthcare,debit,ZAR,5,31.0,0.75,0.060901838906956815,monthly_candidate
1939,user_168,bakery and snacks,dining,debit,INR,6,35.0,0.0,0.12188235187999288,other
1941,user_168,coffee shop,dining,debit,INR,4,56.0,45.5,0.09204442518458704,other
1943,user_168,family dinner,dining,debit,INR,5,31.5,14.0,0.1424126939271808,monthly_candidate
1946,user_168,grocery delivery,groceries,debit,INR,4,30.0,30.0,0.16479105520232512,monthly_candidate
1948,user_168,household shopping,shopping,debit,INR,5,30.5,1.0,0.0655960124700229,monthly_candidate
1949,user_168,landlord standing order,rent,debit,INR,6,31.0,1.0,0.0,monthly_candidate
1951,user_168,local taxi,transport,debit,INR,6,30.0,10.0,0.12453460716116259,monthly_candidate
1952,user_168,lunch with colleagues,dining,debit,INR,4,28.0,31.5,0.2072893041580002,monthly_candidate
1953,user_168,metro and bus fares,transport,debit,INR,4,25.0,12.5,0.046413168996887674,other
1954,user_168,monthly entertainment spend,entertainment,debit,INR,5,30.5,1.0,0.06386683198788076,monthly_candidate
1955,user_168,municipal utilities,utilities,debit,INR,6,31.0,1.0,0.04056159728156443,monthly_candidate
1958,user_168,online backup subscription,cloud_storage,debit,INR,5,30.5,1.0,0.0,monthly_candidate
1959,user_168,parking and tolls,transport,debit,INR,4,45.0,42.5,0.15800888939094412,other
1960,user_168,payroll credit,salary,credit,INR,5,30.5,1.0,0.1978021978021978,monthly_candidate
1962,user_168,rail pass,transport,debit,INR,7,22.5,22.5,0.15463105509610967,other
1963,user_168,ride-hailing trip,transport,debit,INR,6,15.0,25.0,0.20281635170304405,other
1967,user_168,vehicle insurance premium,insurance,debit,INR,6,31.0,1.0,0.0,monthly_candidate
1968,user_168,video streaming plan,streaming,debit,INR,5,30.5,1.0,0.0,monthly_candidate
1972,user_169,bulk pantry shop,groceries,debit,ZAR,4,20.0,10.0,0.16654987453565406,other
1973,user_169,cloud storage plan,cloud_storage,debit,ZAR,5,31.0,0.25,0.0,monthly_candidate
1974,user_169,coffee shop,dining,debit,ZAR,4,7.0,21.0,0.18135639673726336,weekly_candidate
1978,user_169,fuel refill,transport,debit,ZAR,5,20.0,11.25,0.13990315832037914,other
1980,user_169,household groceries,groceries,debit,ZAR,4,50.0,15.0,0.12853111751402782,other
1981,user_169,household insurance,insurance,debit,ZAR,5,31.0,0.25,0.0,monthly_candidate
1982,user_169,household utility payment,utilities,debit,ZAR,5,31.0,0.25,0.046485870343484156,monthly_candidate
1983,user_169,local event tickets,entertainment,debit,ZAR,5,31.0,0.25,0.05168422278677663,monthly_candidate
1985,user_169,local taxi,transport,debit,ZAR,5,12.5,28.75,0.07424378463714994,other
1988,user_169,monthly rent,rent,debit,ZAR,6,31.0,1.0,0.0,monthly_candidate
1989,user_169,monthly shopping spend,shopping,debit,ZAR,5,31.0,0.25,0.06168256858173595,monthly_candidate
1990,user_169,neighbourhood grocer,groceries,debit,ZAR,4,10.0,0.0,0.22262463491528373,other
1991,user_169,neighbourhood restaurant,dining,debit,ZAR,7,21.0,14.0,0.12872278757789613,other
1993,user_169,payroll credit,salary,credit,EUR,5,31.0,0.25,0.0,monthly_candidate
1994,user_169,quick-service meal,dining,debit,ZAR,5,21.0,28.0,0.09475664695666657,other
1995,user_169,rail pass,transport,debit,ZAR,9,15.0,22.5,0.1267459241839991,other
1996,user_169,ride-hailing trip,transport,debit,ZAR,6,20.0,20.0,0.1720939669372392,other
1998,user_169,vehicle charging,transport,debit,ZAR,5,27.5,31.25,0.17919116672326496,other
1999,user_169,video streaming plan,streaming,debit,ZAR,5,31.0,0.25,0.0,monthly_candidate
2002,user_170,audio streaming plan,music_subscription,debit,IDR,5,30.5,1.0,0.0,monthly_candidate
2005,user_170,commuter pass,transport,debit,IDR,6,28.0,21.0,0.13473645631422154,monthly_candidate
2007,user_170,fresh food shop,groceries,debit,IDR,6,14.0,14.0,0.1616189482677381,other
2010,user_170,grocery delivery membership,delivery_membership,debit,IDR,5,30.5,1.0,0.0,monthly_candidate
2013,user_170,landlord standing order,rent,debit,IDR,6,31.0,1.0,0.0,monthly_candidate
2015,user_170,local taxi,transport,debit,IDR,4,49.0,24.5,0.22928984977074704,other
2017,user_170,neighbourhood grocer,groceries,debit,IDR,8,21.0,14.0,0.12672050180731897,other
2020,user_170,payroll credit,salary,credit,IDR,5,30.5,1.0,0.0,monthly_candidate
2021,user_170,personal loan payment,debt_repayment,debit,IDR,5,30.5,1.0,0.0,monthly_candidate
2024,user_170,ride-hailing trip,transport,debit,IDR,5,28.0,35.0,0.16411517099014786,monthly_candidate
2025,user_170,school fee payment,education,debit,IDR,5,30.5,1.0,0.0,monthly_candidate
2029,user_170,water and power payment,utilities,debit,IDR,5,30.5,1.0,0.0842683285292379,monthly_candidate
2032,user_171,bakery and snacks,dining,debit,EUR,4,56.0,35.0,0.1542053091508413,other
2033,user_171,building maintenance payment,housing,debit,EUR,5,30.5,1.5,0.0,monthly_candidate
2036,user_171,diagnostic test,healthcare,debit,EUR,5,30.5,1.5,0.053745279356797016,monthly_candidate
2037,user_171,energy provider bill,utilities,debit,EUR,5,30.5,1.5,0.06626024730705857,monthly_candidate
2039,user_171,fresh food shop,groceries,debit,EUR,5,15.0,10.0,0.11727695010417898,other
2043,user_171,household insurance,insurance,debit,EUR,5,30.5,1.5,0.0,monthly_candidate
2049,user_171,payroll credit,salary,credit,EUR,5,30.5,1.5,0.0,monthly_candidate
2051,user_171,ride-hailing trip,transport,debit,EUR,4,28.0,14.0,0.10591108452942392,monthly_candidate
2052,user_171,streaming subscription,streaming,debit,EUR,5,30.5,1.5,0.0,monthly_candidate
2056,user_172,bulk pantry shop,groceries,debit,ZAR,4,42.0,24.5,0.1830561833927767,other
2058,user_172,dependent care payment,family_support,debit,ZAR,5,30.5,1.25,0.0,monthly_candidate
2059,user_172,diagnostic test,healthcare,debit,ZAR,5,30.5,1.25,0.04693090264302933,monthly_candidate
2063,user_172,household utility payment,utilities,debit,ZAR,5,30.5,1.25,0.06734364716136672,monthly_candidate
2064,user_172,landlord standing order,rent,debit,ZAR,6,31.0,1.0,0.0,monthly_candidate
2065,user_172,loan repayment,debt_repayment,debit,ZAR,5,30.5,1.25,0.0,monthly_candidate
2066,user_172,local market purchase,groceries,debit,ZAR,4,28.0,35.0,0.20207069534937291,monthly_candidate
2069,user_172,monthly shopping spend,shopping,debit,ZAR,5,30.5,1.25,0.07813308628476344,monthly_candidate
2070,user_172,neighbourhood grocer,groceries,debit,ZAR,8,21.0,24.5,0.13528703501393705,other
2071,user_172,online backup subscription,cloud_storage,debit,ZAR,5,30.5,1.25,0.0,monthly_candidate
2073,user_172,payroll credit,salary,credit,ZAR,5,30.5,1.25,0.0,monthly_candidate
2078,user_173,apartment rent transfer,rent,debit,INR,6,31.0,1.0,0.0,monthly_candidate
2080,user_173,cloud storage plan,cloud_storage,debit,INR,5,30.5,1.0,0.0,monthly_candidate
2083,user_173,family dinner,dining,debit,INR,6,28.0,35.0,0.16209709181388263,monthly_candidate
2084,user_173,fresh food shop,groceries,debit,INR,4,20.0,20.0,0.12427831889649063,other
2085,user_173,fuel refill,transport,debit,INR,6,20.0,25.0,0.16195743305504753,other
2088,user_173,household shopping,shopping,debit,INR,5,30.5,1.0,0.0523633721211268,monthly_candidate
2089,user_173,household utility payment,utilities,debit,INR,6,31.0,1.0,0.0629210057649739,monthly_candidate
2090,user_173,international employer payroll,salary,credit,USD,5,30.5,1.0,0.0,monthly_candidate
2092,user_173,local taxi,transport,debit,INR,5,40.0,12.5,0.09118607720202078,other
2094,user_173,metro and bus fares,transport,debit,INR,5,35.0,12.5,0.18025517518637613,other
2098,user_173,quick-service meal,dining,debit,INR,4,28.0,17.5,0.2285918434018669,monthly_candidate
2099,user_173,rail pass,transport,debit,INR,6,10.0,25.0,0.12426646454918158,other
2100,user_173,ride-hailing trip,transport,debit,INR,5,37.5,26.25,0.1829402915463151,other
2103,user_173,vehicle charging,transport,debit,INR,5,20.0,28.75,0.16846175990037082,other
2104,user_173,vehicle insurance premium,insurance,debit,INR,5,30.5,1.0,0.0,monthly_candidate
2105,user_173,video streaming plan,streaming,debit,INR,5,30.5,1.0,0.0,monthly_candidate
2106,user_173,weekend entertainment,entertainment,debit,INR,5,30.5,1.0,0.0171521814189027,monthly_candidate
2112,user_174,fresh food shop,groceries,debit,EUR,5,40.0,10.0,0.1253323103629634,other
2114,user_174,grocery delivery,groceries,debit,EUR,4,20.0,50.0,0.15125955655790696,other
2116,user_174,household shopping,shopping,debit,EUR,5,30.5,1.5,0.04027842657394234,monthly_candidate
2120,user_174,municipal utilities,utilities,debit,EUR,5,30.5,1.5,0.06496666221987216,monthly_candidate
2122,user_174,online backup subscription,cloud_storage,debit,EUR,5,30.5,1.5,0.0,monthly_candidate
2123,user_174,payroll credit,salary,credit,EUR,4,31.0,0.5,0.0,monthly_candidate
2127,user_174,shared housing rent,rent,debit,EUR,6,31.0,1.0,0.0,monthly_candidate
2131,user_174,video streaming plan,streaming,debit,EUR,5,30.5,1.5,0.0,monthly_candidate
2135,user_175,bulk pantry shop,groceries,debit,EUR,5,38.5,12.25,0.2296058591580326,other
2137,user_175,commuter pass,transport,debit,EUR,5,21.0,21.0,0.142966470283752,other
2138,user_175,delivery service plan,delivery_membership,debit,EUR,5,30.5,1.0,0.0,monthly_candidate
2139,user_175,energy provider bill,utilities,debit,EUR,5,30.5,1.0,0.056136604153835847,monthly_candidate
2141,user_175,fresh food shop,groceries,debit,EUR,4,35.0,31.5,0.08320053431267077,other
2143,user_175,gym membership,gym,debit,EUR,5,30.5,1.0,0.0,monthly_candidate
2144,user_175,household groceries,groceries,debit,EUR,5,28.0,38.5,0.1581600679444187,monthly_candidate
2145,user_175,local market purchase,groceries,debit,EUR,4,28.0,28.0,0.07396426824284452,monthly_candidate
2148,user_175,metro and bus fares,transport,debit,EUR,4,35.0,14.0,0.14052280513554727,other
2149,user_175,monthly rent,rent,debit,EUR,6,31.0,1.0,1.1458056613748844e-16,monthly_candidate
2150,user_175,music service subscription,music_subscription,debit,EUR,5,30.5,1.0,0.0,monthly_candidate
2154,user_175,payroll credit,salary,credit,EUR,5,30.5,1.0,0.15447232612146172,monthly_candidate
2156,user_175,rail pass,transport,debit,EUR,4,63.0,21.0,0.20255340183757062,other
2160,user_175,weekend entertainment,entertainment,debit,EUR,5,30.5,1.0,0.07095494973863624,monthly_candidate
2161,user_175,weekend food delivery,dining,debit,EUR,4,28.0,28.0,0.05485534964461367,monthly_candidate
2162,user_175,weekly produce market,groceries,debit,EUR,4,14.0,49.0,0.16773667252693972,other
2164,user_176,base salary,salary,credit,EUR,5,30.5,1.0,0.0,monthly_candidate
2166,user_176,clinic payment,healthcare,debit,EUR,5,30.5,1.0,0.07452708683209083,monthly_candidate
2170,user_176,grocery delivery,groceries,debit,EUR,5,17.5,15.75,0.15429390951375868,other
2172,user_176,loan repayment,debt_repayment,debit,EUR,5,30.5,1.0,0.0,monthly_candidate
2173,user_176,local market purchase,groceries,debit,EUR,4,28.0,14.0,0.06933394480053663,monthly_candidate
2177,user_176,municipal utilities,utilities,debit,EUR,5,30.5,1.0,0.07488486977203272,monthly_candidate
2179,user_176,parent support transfer,family_support,debit,EUR,5,30.5,1.0,0.0,monthly_candidate
2181,user_176,personal shopping,shopping,debit,EUR,5,30.5,1.0,0.0645192238822756,monthly_candidate
2183,user_176,residential rent payment,rent,debit,EUR,6,31.0,1.0,0.0,monthly_candidate
2185,user_176,shared storage plan,cloud_storage,debit,EUR,5,30.5,1.0,0.0,monthly_candidate
2188,user_176,weekly produce market,groceries,debit,EUR,5,35.0,15.75,0.20159797376800193,other
2189,user_177,apartment rent transfer,rent,debit,USD,6,31.0,1.0,0.0,monthly_candidate
2192,user_177,cloud storage plan,cloud_storage,debit,USD,5,30.5,1.0,0.0,monthly_candidate
2193,user_177,coffee shop,dining,debit,USD,4,28.0,24.5,0.19479123543070503,monthly_candidate
2194,user_177,commuter pass,transport,debit,USD,6,30.0,20.0,0.11829428005843994,monthly_candidate
2195,user_177,electricity and water bill,utilities,debit,USD,5,30.5,1.0,0.08040514047665359,monthly_candidate
2196,user_177,family dinner,dining,debit,USD,6,14.0,7.0,0.11986570365931114,other
2199,user_177,games and recreation,entertainment,debit,USD,5,30.5,1.0,0.06571363777242414,monthly_candidate
2200,user_177,grocery delivery,groceries,debit,USD,4,20.0,5.0,0.17992653735025294,other
2201,user_177,household groceries,groceries,debit,USD,4,20.0,45.0,0.12433891246821564,other
2202,user_177,household insurance,insurance,debit,USD,5,30.5,1.0,0.0,monthly_candidate
2204,user_177,local taxi,transport,debit,USD,4,15.0,35.0,0.0613161394737616,other
2206,user_177,metro and bus fares,transport,debit,USD,8,20.0,22.5,0.12694617605019376,other
2207,user_177,monthly shopping spend,shopping,debit,USD,5,30.5,1.0,0.061407063956440945,monthly_candidate
2209,user_177,neighbourhood restaurant,dining,debit,USD,4,28.0,14.0,0.1300251293796839,monthly_candidate
2210,user_177,parking and tolls,transport,debit,USD,4,60.0,50.0,0.05038359756869225,other
2211,user_177,payroll credit,salary,credit,USD,5,30.5,1.0,0.19780219780219777,monthly_candidate
2214,user_177,ride-hailing trip,transport,debit,USD,6,20.0,25.0,0.15558897059592305,other
2216,user_177,takeaway order,dining,debit,USD,4,14.0,42.0,0.06320178556596623,other
2217,user_177,vehicle charging,transport,debit,USD,4,5.0,52.5,0.15846996241635872,other
2218,user_177,video streaming plan,streaming,debit,USD,5,30.5,1.0,0.0,monthly_candidate
2221,user_178,apartment rent transfer,rent,debit,EUR,6,31.0,1.0,0.0,monthly_candidate
2228,user_178,energy provider bill,utilities,debit,EUR,5,31.0,0.25,0.05873276457550545,monthly_candidate
2234,user_178,household shopping,shopping,debit,EUR,5,31.0,0.25,0.03246643757336853,monthly_candidate
2236,user_178,local market purchase,groceries,debit,EUR,4,30.0,25.0,0.06033057423226163,monthly_candidate
2242,user_178,online backup subscription,cloud_storage,debit,EUR,5,31.0,0.25,0.0,monthly_candidate
2248,user_178,video streaming plan,streaming,debit,EUR,5,31.0,0.25,0.0,monthly_candidate
2252,user_179,apartment rent transfer,rent,debit,IDR,5,31.0,0.75,0.0,monthly_candidate
2254,user_179,bulk pantry shop,groceries,debit,IDR,7,14.0,15.75,0.13423126942996555,other
2256,user_179,course tuition,education,debit,IDR,5,31.0,0.75,0.0,monthly_candidate
2257,user_179,delivery service plan,delivery_membership,debit,IDR,5,31.0,0.75,0.0,monthly_candidate
2258,user_179,energy provider bill,utilities,debit,IDR,5,31.0,0.75,0.04669703332899942,monthly_candidate
2269,user_179,music subscription,music_subscription,debit,IDR,5,31.0,0.75,0.0,monthly_candidate
2270,user_179,parking and tolls,transport,debit,IDR,4,56.0,31.5,0.11934200510747812,other
2271,user_179,payroll credit,salary,credit,IDR,5,31.0,0.75,0.0,monthly_candidate
2274,user_179,ride-hailing trip,transport,debit,IDR,6,28.0,7.0,0.1407620503532946,monthly_candidate
2275,user_179,supermarket basket,groceries,debit,IDR,6,21.0,7.0,0.1389423190178007,other
2278,user_179,vehicle loan payment,debt_repayment,debit,IDR,5,31.0,0.75,0.0,monthly_candidate
2281,user_180,bakery and snacks,dining,debit,INR,4,28.0,14.0,0.20364970374362384,monthly_candidate
2282,user_180,bulk pantry shop,groceries,debit,INR,4,21.0,42.0,0.12206634259981652,other
2284,user_180,commuter pass,transport,debit,INR,5,17.5,38.5,0.12165573637754433,other
2285,user_180,education loan instalment,debt_repayment,debit,INR,5,30.5,1.5,0.0,monthly_candidate
2286,user_180,electricity and water bill,utilities,debit,INR,6,30.0,1.0,0.04482637819607113,monthly_candidate
2288,user_180,food delivery membership,delivery_membership,debit,INR,5,30.5,1.5,0.0,monthly_candidate
2291,user_180,grocery delivery,groceries,debit,INR,5,14.0,35.0,0.13683828938299777,other
2292,user_180,household groceries,groceries,debit,INR,4,14.0,21.0,0.15914029696452658,other
2297,user_180,monthly rent,rent,debit,INR,6,30.0,1.0,0.0,monthly_candidate
2298,user_180,music service subscription,music_subscription,debit,INR,5,30.5,1.5,0.0,monthly_candidate
2303,user_180,ride-hailing trip,transport,debit,INR,4,35.0,0.0,0.15586996238744252,other
2304,user_180,school fee payment,education,debit,INR,5,30.5,1.5,0.0,monthly_candidate
2305,user_180,supermarket basket,groceries,debit,INR,4,35.0,45.5,0.18624494134070613,other
2307,user_180,vehicle charging,transport,debit,INR,5,42.0,31.5,0.17000135049378515,other
2309,user_180,weekly produce market,groceries,debit,INR,4,35.0,3.5,0.17278730715495422,other
2312,user_181,cloud storage plan,cloud_storage,debit,USD,5,31.0,0.25,0.0,monthly_candidate
2313,user_181,commuter pass,transport,debit,USD,6,14.0,42.0,0.1465107063726169,other
2314,user_181,education loan instalment,debt_repayment,debit,USD,5,31.0,0.25,0.0,monthly_candidate
2315,user_181,family dinner,dining,debit,USD,4,28.0,28.0,0.05182096241190689,monthly_candidate
2318,user_181,grocery delivery,groceries,debit,USD,5,38.5,15.75,0.08973407060373052,other
2320,user_181,landlord standing order,rent,debit,USD,6,31.0,1.0,1.2960195818697678e-16,monthly_candidate
2321,user_181,local market purchase,groceries,debit,USD,5,17.5,17.5,0.08625469987565337,other
2322,user_181,local taxi,transport,debit,USD,5,21.0,19.25,0.13864359958606792,other
2325,user_181,monthly shopping spend,shopping,debit,USD,5,31.0,0.25,0.05222422086173888,monthly_candidate
2326,user_181,neighbourhood grocer,groceries,debit,USD,4,49.0,21.0,0.1815576191093163,other
2328,user_181,parking and tolls,transport,debit,USD,4,21.0,14.0,0.11209641082543811,other
2329,user_181,payroll credit,salary,credit,USD,5,31.0,0.25,0.0,monthly_candidate
2331,user_181,ride-hailing trip,transport,debit,USD,4,42.0,28.0,0.10214641492352396,other
2332,user_181,supermarket basket,groceries,debit,USD,4,70.0,21.0,0.20676218335786528,other
2335,user_181,video streaming plan,streaming,debit,USD,5,31.0,0.25,0.0,monthly_candidate
2336,user_181,water and power payment,utilities,debit,USD,5,31.0,0.25,0.08033409662087244,monthly_candidate
2340,user_182,cinema and events,entertainment,debit,ZAR,5,30.5,1.0,0.07636218500320714,monthly_candidate
2342,user_182,electricity and water bill,utilities,debit,ZAR,5,30.5,1.0,0.0589803386727099,monthly_candidate
2344,user_182,family healthcare expense,healthcare,debit,ZAR,5,30.5,1.0,0.045849859667740245,monthly_candidate
2346,user_182,home repair reserve,housing,debit,ZAR,6,31.0,1.0,0.0,monthly_candidate
2348,user_182,household insurance,insurance,debit,ZAR,5,30.5,1.0,0.0,monthly_candidate
2353,user_182,neighbourhood grocer,groceries,debit,ZAR,6,20.0,20.0,0.16602928069446798,other
2355,user_182,online backup subscription,cloud_storage,debit,ZAR,5,30.5,1.0,0.0,monthly_candidate
2357,user_182,payroll credit,salary,credit,ZAR,5,30.5,1.0,0.0,monthly_candidate
2358,user_182,professional training fee,education,debit,ZAR,5,30.5,1.0,0.0,monthly_candidate
2367,user_182,weekly produce market,groceries,debit,ZAR,5,30.0,45.0,0.10348657537834012,monthly_candidate
2368,user_183,bakery and snacks,dining,debit,IDR,4,14.0,3.5,0.15114178478618182,other
2370,user_183,cinema and events,entertainment,debit,IDR,5,30.5,1.5,0.09200013755232808,monthly_candidate
2373,user_183,electricity and water bill,utilities,debit,IDR,5,30.5,1.5,0.07953475302998014,monthly_candidate
2374,user_183,family dinner,dining,debit,IDR,5,35.0,22.75,0.10489373454987391,other
2379,user_183,household shopping,shopping,debit,IDR,5,30.5,1.5,0.0474737750540724,monthly_candidate
2381,user_183,local taxi,transport,debit,IDR,6,35.0,15.0,0.1163950324124666,other
2382,user_183,lunch with colleagues,dining,debit,IDR,5,21.0,22.75,0.08543609852029617,other
2386,user_183,parking and tolls,transport,debit,IDR,4,5.0,7.5,0.13594951884105974,other
2387,user_183,payroll credit,salary,credit,USD,5,30.5,1.5,0.0,monthly_candidate
2389,user_183,rail pass,transport,debit,IDR,4,40.0,37.5,0.20245196958313358,other
2390,user_183,ride-hailing trip,transport,debit,IDR,10,10.0,10.0,0.15641553954963364,other
2391,user_183,shared housing rent,rent,debit,IDR,6,31.0,1.0,0.0,monthly_candidate
2392,user_183,shared storage plan,cloud_storage,debit,IDR,5,30.5,1.5,0.0,monthly_candidate
2393,user_183,streaming subscription,streaming,debit,IDR,5,30.5,1.5,0.0,monthly_candidate
2396,user_183,vehicle charging,transport,debit,IDR,4,20.0,10.0,0.052917179940341445,other
2397,user_183,vehicle insurance premium,insurance,debit,IDR,5,30.5,1.5,0.0,monthly_candidate
2402,user_184,coffee shop,dining,debit,INR,5,28.0,10.5,0.1991452329802386,monthly_candidate
2406,user_184,fuel refill,transport,debit,INR,6,25.0,40.0,0.10543819271762339,other
2409,user_184,household utility payment,utilities,debit,INR,5,30.5,1.25,0.06174307449271319,monthly_candidate
2410,user_184,insurance policy payment,insurance,debit,INR,5,30.5,1.25,0.0,monthly_candidate
2412,user_184,local taxi,transport,debit,INR,4,15.0,5.0,0.09911195719425271,other
2414,user_184,metro and bus fares,transport,debit,INR,4,35.0,10.0,0.0360364366887993,other
2415,user_184,monthly entertainment spend,entertainment,debit,INR,5,30.5,1.25,0.025365082530565214,monthly_candidate
2416,user_184,monthly rent,rent,debit,INR,6,31.0,1.0,0.0,monthly_candidate
2419,user_184,online backup subscription,cloud_storage,debit,INR,5,30.5,1.25,0.0,monthly_candidate
2420,user_184,parking and tolls,transport,debit,INR,6,15.0,10.0,0.15078471295567605,other
2421,user_184,payroll credit,salary,credit,USD,5,30.5,1.25,0.0,monthly_candidate
2422,user_184,personal shopping,shopping,debit,INR,5,30.5,1.25,0.06035532617913262,monthly_candidate
2423,user_184,quick-service meal,dining,debit,INR,5,28.0,5.25,0.14856229284359884,monthly_candidate
2424,user_184,rail pass,transport,debit,INR,4,15.0,40.0,0.08866266297773867,other
2425,user_184,ride-hailing trip,transport,debit,INR,5,30.0,18.75,0.07804184413135695,monthly_candidate
2426,user_184,streaming subscription,streaming,debit,INR,5,30.5,1.25,0.0,monthly_candidate
2429,user_184,vehicle charging,transport,debit,INR,5,20.0,21.25,0.13117075921339685,other
2430,user_184,weekend food delivery,dining,debit,INR,5,28.0,38.5,0.16558477634537846,monthly_candidate
2432,user_185,apartment rent transfer,rent,debit,EUR,6,31.0,1.0,0.0,monthly_candidate
2434,user_185,cloud storage plan,cloud_storage,debit,EUR,5,30.5,1.0,0.0,monthly_candidate
2436,user_185,commuter pass,transport,debit,EUR,4,28.0,38.5,0.15713707121626758,monthly_candidate
2437,user_185,education loan instalment,debt_repayment,debit,EUR,5,30.5,1.0,0.0,monthly_candidate
2441,user_185,grocery delivery,groceries,debit,EUR,4,14.0,7.0,0.08590368203273323,other
2444,user_185,local taxi,transport,debit,EUR,7,17.5,17.5,0.11291436323425652,other
2447,user_185,monthly shopping spend,shopping,debit,EUR,5,30.5,1.0,0.08065943614463811,monthly_candidate
2448,user_185,municipal utilities,utilities,debit,EUR,5,30.5,1.0,0.06498516863198306,monthly_candidate
2449,user_185,neighbourhood grocer,groceries,debit,EUR,4,14.0,21.0,0.17015693396182727,other
2452,user_185,payroll credit,salary,credit,EUR,5,30.5,1.0,0.0,monthly_candidate
2457,user_185,vehicle charging,transport,debit,EUR,4,28.0,66.5,0.06071325048909454,monthly_candidate
2458,user_185,video streaming plan,streaming,debit,EUR,5,30.5,1.0,0.0,monthly_candidate
2460,user_185,weekly produce market,groceries,debit,EUR,4,63.0,28.0,0.1642852423007204,other
2461,user_186,apartment rent transfer,rent,debit,ZAR,5,30.5,1.0,0.0,monthly_candidate
2462,user_186,coffee shop,dining,debit,ZAR,5,7.0,3.5,0.14022570177671023,weekly_candidate
2463,user_186,commuter pass,transport,debit,ZAR,8,15.0,12.5,0.16005190644860273,other
2467,user_186,grocery delivery,groceries,debit,ZAR,7,25.0,17.5,0.07385055082936509,other
2469,user_186,household insurance,insurance,debit,ZAR,5,30.5,1.0,0.0,monthly_candidate
2470,user_186,household shopping,shopping,debit,ZAR,5,30.5,1.0,0.05132495174531172,monthly_candidate
2471,user_186,household utility payment,utilities,debit,ZAR,5,30.5,1.0,0.029864247957930853,monthly_candidate
2475,user_186,metro and bus fares,transport,debit,ZAR,7,20.0,13.75,0.12174575120457444,other
2478,user_186,parking and tolls,transport,debit,ZAR,4,20.0,52.5,0.08282837687778263,other
2479,user_186,payroll credit,salary,credit,ZAR,5,30.5,1.0,0.19780219780219777,monthly_candidate
2480,user_186,quick-service meal,dining,debit,ZAR,6,14.0,14.0,0.1199677398952016,other
2482,user_186,ride-hailing trip,transport,debit,ZAR,6,25.0,15.0,0.15920245102219918,other
2483,user_186,shared storage plan,cloud_storage,debit,ZAR,5,30.5,1.0,0.0,monthly_candidate
2485,user_186,takeaway order,dining,debit,ZAR,4,7.0,38.5,0.10387023425036393,weekly_candidate
2486,user_186,vehicle charging,transport,debit,ZAR,4,40.0,25.0,0.1423383593595985,other
2487,user_186,video streaming plan,streaming,debit,ZAR,5,30.5,1.0,0.0,monthly_candidate
2488,user_186,weekend entertainment,entertainment,debit,ZAR,5,30.5,1.0,0.06506418100889343,monthly_candidate
2498,user_187,household utility payment,utilities,debit,INR,5,30.5,1.0,0.04972214458392931,monthly_candidate
2499,user_187,loan repayment,debt_repayment,debit,INR,5,30.5,1.0,0.0,monthly_candidate
2504,user_187,music service subscription,music_subscription,debit,INR,5,30.5,1.0,0.0,monthly_candidate
2509,user_187,previous employer payroll,salary,credit,INR,4,30.0,0.5,0.0,monthly_candidate
2511,user_187,residential rent payment,rent,debit,INR,6,31.0,1.0,0.0,monthly_candidate
2517,user_188,bulk pantry shop,groceries,debit,EUR,4,14.0,0.0,0.19272931356185238,other
2520,user_188,course tuition,education,debit,EUR,5,30.5,1.0,0.0,monthly_candidate
2523,user_188,food delivery membership,delivery_membership,debit,EUR,5,30.5,1.0,0.0,monthly_candidate
2524,user_188,fresh food shop,groceries,debit,EUR,4,35.0,21.0,0.19503112484316965,other
2526,user_188,grocery delivery,groceries,debit,EUR,6,35.0,7.0,0.16176771132778636,other
2528,user_188,loan repayment,debt_repayment,debit,EUR,5,30.5,1.0,0.0,monthly_candidate
2532,user_188,metro and bus fares,transport,debit,EUR,5,28.0,10.5,0.18861173062480627,monthly_candidate
2533,user_188,monthly rent,rent,debit,EUR,6,31.0,1.0,0.0,monthly_candidate
2534,user_188,music service subscription,music_subscription,debit,EUR,5,30.5,1.0,0.0,monthly_candidate
2537,user_188,parking and tolls,transport,debit,EUR,8,14.0,3.5,0.06525462432661494,other
2538,user_188,payroll credit,salary,credit,EUR,5,30.5,1.0,0.0,monthly_candidate
2539,user_188,rail pass,transport,debit,EUR,4,14.0,38.5,0.13924436807907223,other
2545,user_188,water and power payment,utilities,debit,EUR,6,31.0,1.0,0.08426961867009468,monthly_candidate
2552,user_189,diagnostic test,healthcare,debit,EUR,5,30.5,1.5,0.06956877095063425,monthly_candidate
2554,user_189,fresh food shop,groceries,debit,EUR,5,10.0,10.0,0.10188718868320028,other
2557,user_189,home association fee,housing,debit,EUR,6,30.0,1.0,0.0,monthly_candidate
2565,user_189,payroll credit,salary,credit,EUR,5,30.5,1.5,1.1622994900586432e-16,monthly_candidate
